id,player,team_name,x,y,xg,shottype,situation,result,league_name,year
383024,Ezri Konsa Ngoyo,Aston Villa,0.9059999847412109,0.46599998474121096,0.07558766007423401,RightFoot,FromCorner,SavedShot,EPL,2020
386900,Ezri Konsa Ngoyo,Aston Villa,0.8880000305175781,0.38599998474121094,0.03375592827796936,Head,SetPiece,BlockedShot,EPL,2020
387367,Ezri Konsa Ngoyo,Aston Villa,0.9330000305175781,0.42900001525878906,0.3741614818572998,RightFoot,SetPiece,Goal,EPL,2020
389821,Ezri Konsa Ngoyo,Aston Villa,0.9319999694824219,0.4620000076293945,0.056907784193754196,Head,FromCorner,MissedShots,EPL,2020
389834,Ezri Konsa Ngoyo,Aston Villa,0.8090000152587891,0.514000015258789,0.0470401793718338,RightFoot,FromCorner,SavedShot,EPL,2020
391402,Ezri Konsa Ngoyo,Aston Villa,0.9259999847412109,0.4329999923706055,0.047606050968170166,Head,OpenPlay,MissedShots,EPL,2020
393661,Kortney Hause,Aston Villa,0.9390000152587891,0.53,0.34188827872276306,Head,FromCorner,ShotOnPost,EPL,2020
395651,Kortney Hause,Aston Villa,0.980999984741211,0.4779999923706055,0.8563337326049805,Head,SetPiece,Goal,EPL,2020
395849,Kortney Hause,Aston Villa,0.9059999847412109,0.5820000076293945,0.051274046301841736,Head,SetPiece,MissedShots,EPL,2020
378455,Conor Hourihane,Aston Villa,0.8219999694824218,0.629000015258789,0.04364907741546631,LeftFoot,OpenPlay,MissedShots,EPL,2020
379950,Conor Hourihane,Aston Villa,0.915,0.5379999923706055,0.36489108204841614,RightFoot,OpenPlay,Goal,EPL,2020
379955,Conor Hourihane,Aston Villa,0.7180000305175781,0.4759999847412109,0.015572338365018368,LeftFoot,OpenPlay,MissedShots,EPL,2020
389822,Conor Hourihane,Aston Villa,0.77,0.4570000076293945,0.08134759217500687,LeftFoot,DirectFreekick,SavedShot,EPL,2020
389826,Conor Hourihane,Aston Villa,0.7680000305175781,0.6419999694824219,0.06249445304274559,LeftFoot,DirectFreekick,MissedShots,EPL,2020
378449,John McGinn,Aston Villa,0.9580000305175781,0.7140000152587891,0.01925964653491974,LeftFoot,OpenPlay,MissedShots,EPL,2020
378467,John McGinn,Aston Villa,0.7290000152587891,0.5359999847412109,0.019174931570887566,LeftFoot,OpenPlay,MissedShots,EPL,2020
379945,John McGinn,Aston Villa,0.7519999694824219,0.5690000152587891,0.0201678778976202,LeftFoot,OpenPlay,BlockedShot,EPL,2020
379959,John McGinn,Aston Villa,0.9330000305175781,0.6880000305175781,0.08389987796545029,LeftFoot,OpenPlay,SavedShot,EPL,2020
381503,John McGinn,Aston Villa,0.754000015258789,0.5470000076293945,0.017390567809343338,LeftFoot,FromCorner,Goal,EPL,2020
382797,John McGinn,Aston Villa,0.7430000305175781,0.3240000152587891,0.010306180454790592,RightFoot,SetPiece,MissedShots,EPL,2020
383014,John McGinn,Aston Villa,0.7559999847412109,0.67,0.016848590224981308,LeftFoot,OpenPlay,MissedShots,EPL,2020
383042,John McGinn,Aston Villa,0.745,0.485,0.022167684510350227,LeftFoot,OpenPlay,MissedShots,EPL,2020
